ext_field,p,e,q,domain,domain_field,s_genuine_extension,n,k,s,m,r,rho,capacity,design_delta,eta_2_over_s,exp_f,exp_g,delta,delta_minus_capacity,close_count,frac_close,S_star,ca_threshold,g_max_single_agreement,meaningful_regime,is_bad_line,predicted_sumset_size
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.375,-0.5,0,0.0,2,10,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.4375,-0.4375,0,0.0,2,9,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5,-0.375,0,0.0,2,8,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5625,-0.3125,0,0.0,2,7,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.625,-0.25,0,0.0,2,6,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.635723,-0.2393,0,0.0,2,6,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.6875,-0.1875,0,0.0,2,5,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(577),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.875,0.0,577,1.0,2,2,4,False,False,0
GF(23^2),23,2,529,smooth_ext_subgroup,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.125,-0.625,0,0.0,2,7,4,True,False,0
GF(23^2),23,2,529,smooth_ext_subgroup,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.25,-0.5,0,0.0,2,6,4,True,False,0
GF(23^2),23,2,529,smooth_ext_subgroup,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.375,-0.375,0,0.0,2,5,4,True,False,0
GF(23^2),23,2,529,smooth_ext_subgroup,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.75,0.0,529,1.0,2,2,4,False,False,0
GF(23^2),23,2,529,random_ext_subset,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.125,-0.625,0,0.0,2,7,2,True,False,0
GF(23^2),23,2,529,random_ext_subset,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.25,-0.5,0,0.0,2,6,2,True,False,0
GF(23^2),23,2,529,random_ext_subset,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.375,-0.375,0,0.0,2,5,2,True,False,0
GF(23^2),23,2,529,random_ext_subset,GF(23^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.75,0.0,529,1.0,2,2,2,False,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(521),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.125,-0.625,0,0.0,2,7,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(521),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.25,-0.5,0,0.0,2,6,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(521),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.375,-0.375,0,0.0,2,5,4,True,False,0
GF(23^2),23,2,529,prime_control_subgroup,GF(521),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.75,0.0,521,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.84375,-0.125,0,0.0,2,10,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.859375,-0.1094,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.864737,-0.104,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.875,-0.0938,0,0.0,2,8,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.890625,-0.0781,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.90625,-0.0625,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.921875,-0.0469,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.96875,0.0,961,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.84375,-0.125,0,0.0,2,10,4,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.859375,-0.1094,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.864737,-0.104,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.875,-0.0938,0,0.0,2,8,4,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.890625,-0.0781,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.90625,-0.0625,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.921875,-0.0469,6,0.006243,2,5,4,True,True,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.96875,0.0,961,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.84375,-0.125,0,0.0,2,10,4,True,False,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.859375,-0.1094,0,0.0,2,9,4,True,False,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.864737,-0.104,0,0.0,2,9,4,True,False,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.875,-0.0938,0,0.0,2,8,4,True,False,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.890625,-0.0781,0,0.0,2,7,4,True,False,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.90625,-0.0625,32,0.071269,2,6,4,True,True,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.921875,-0.0469,32,0.071269,2,5,4,True,True,32
GF(31^2),31,2,961,prime_control_subgroup,GF(449),True,64,2,32,2,3,0.0312,0.9688,0.9062,0.0625,6,4,0.96875,0.0,449,1.0,2,2,4,False,False,32
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.6875,-0.25,0,0.0,2,10,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.71875,-0.2188,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.75,-0.1875,0,0.0,2,8,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.78125,-0.1562,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.8125,-0.125,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.84375,-0.0938,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.9375,0.0,961,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.6875,-0.25,0,0.0,2,10,3,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.71875,-0.2188,0,0.0,2,9,3,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.75,-0.1875,0,0.0,2,8,3,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.78125,-0.1562,0,0.0,2,7,3,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.8125,-0.125,0,0.0,2,6,3,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.84375,-0.0938,0,0.0,2,5,3,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.9375,0.0,961,1.0,2,2,3,False,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.6875,-0.25,0,0.0,2,10,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.71875,-0.2188,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.75,-0.1875,0,0.0,2,8,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.78125,-0.1562,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.8125,-0.125,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.84375,-0.0938,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(929),True,32,2,16,2,3,0.0625,0.9375,0.8125,0.125,6,4,0.9375,0.0,929,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.375,-0.5,0,0.0,2,10,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.4375,-0.4375,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5,-0.375,0,0.0,2,8,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5625,-0.3125,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.625,-0.25,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.635723,-0.2393,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.6875,-0.1875,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.875,0.0,961,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.375,-0.5,0,0.0,2,10,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.4375,-0.4375,0,0.0,2,9,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5,-0.375,0,0.0,2,8,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5625,-0.3125,0,0.0,2,7,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.625,-0.25,0,0.0,2,6,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.635723,-0.2393,0,0.0,2,6,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.6875,-0.1875,0,0.0,2,5,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.875,0.0,961,1.0,2,2,2,False,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.375,-0.5,0,0.0,2,10,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.4375,-0.4375,0,0.0,2,9,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5,-0.375,0,0.0,2,8,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.5625,-0.3125,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.625,-0.25,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.635723,-0.2393,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.6875,-0.1875,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(977),True,16,2,8,2,3,0.125,0.875,0.625,0.25,6,4,0.875,0.0,977,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.125,-0.625,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.25,-0.5,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.375,-0.375,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,smooth_ext_subgroup,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.75,0.0,961,1.0,2,2,4,False,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.125,-0.625,0,0.0,2,7,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.25,-0.5,0,0.0,2,6,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.375,-0.375,0,0.0,2,5,2,True,False,0
GF(31^2),31,2,961,random_ext_subset,GF(31^2),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.75,0.0,961,1.0,2,2,2,False,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(953),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.125,-0.625,0,0.0,2,7,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(953),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.25,-0.5,0,0.0,2,6,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(953),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.375,-0.375,0,0.0,2,5,4,True,False,0
GF(31^2),31,2,961,prime_control_subgroup,GF(953),True,8,2,4,2,3,0.25,0.75,0.25,0.5,6,4,0.75,0.0,953,1.0,2,2,4,False,False,0
